Food Code,Food Name,Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Starch (g),Total sugars (g),Glucose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g fd (g),Mono FA /100g food (g),Poly FA /100g food (g),Cholesterol (mg)
18-015,Beef# brisket# boiled# lean and fat,27.8,17.4,0,268,0,0,0,0,0,0,0,0,0,,7.2,7.7,0.7,76
18-012,Beef# brisket# raw# lean,21.1,6.1,0,139,0,0,0,0,0,0,0,0,0,,2.5,2.5,0.2,54
18-013,Beef# brisket# raw# lean and fat,18.4,16,0,218,0,0,0,0,0,0,0,0,0,,6.7,7.1,0.6,53
18-005,Beef# fat# average# cooked,15.5,52.3,0,533,0,0,0,0,0,0,0,0,0,0,24.3,23.4,1.8,97
18-003,Beef# fat# average# raw,18.9,53.6,0,558,0,0,0,0,0,0,0,0,0,0,24.9,24.2,1.7,72
18-004,Beef# fat# average# raw# extra trimmed,6.8,72.2,0,677,0,0,0,0,0,0,0,0,0,,33.4,26.8,1.2,N
18-018,Beef# fillet steak# fried in corn oil# lean,28.2,7.9,0,184,0,0,0,0,0,0,0,0,0,,3.4,2.9,0.9,81
18-019,Beef# fillet steak# fried in corn oil# lean and fat,28,8.9,0,192,0,0,0,0,0,0,0,0,0,,3.9,3.3,1,83
18-022,Beef# fillet steak# from steakhouse# lean,28.7,7,0,178,0,0,0,0,0,0,0,0,0,,3.2,2.8,0.4,79
18-023,Beef# fillet steak# from steakhouse# lean and fat,28.5,7.8,0,184,0,0,0,0,0,0,0,0,0,,3.6,3.1,0.4,81
18-020,Beef# fillet steak# grilled# lean,29.1,8,0,188,0,0,0,0,0,0,0,0,0,,3.6,3.2,0.5,71
18-021,Beef# fillet steak# grilled# lean and fat,28.7,9.5,0,200,0,0,0,0,0,0,0,0,0,,4.4,3.9,0.5,72
18-016,Beef# fillet steak# raw# lean,21.2,6.1,0,140,0,0,0,0,0,0,0,0,0,,2.8,2.4,0.3,61
18-017,Beef# fillet steak# raw# lean and fat,20.9,7.9,0,155,0,0,0,0,0,0,0,0,0,,3.8,3.1,0.4,65
18-026,Beef# flank# pot-roasted# lean,31.8,14,0,253,0,0,0,0,0,0,0,0,0,,5.7,6.5,0.6,91
18-027,Beef# flank# pot-roasted# lean and fat,27.1,22.3,0,309,0,0,0,0,0,0,0,0,0,,9.1,10.1,0.9,88
18-024,Beef# flank# raw# lean,22.7,9.3,0,175,0,0,0,0,0,0,0,0,0,,3.8,4.3,0.4,58
18-025,Beef# flank# raw# lean and fat,19.7,20.8,0,266,0,0,0,0,0,0,0,0,0,,8.7,9.6,0.8,60
18-030,Beef# fore-rib/rib-roast# microwaved# lean,35,11.4,0,243,0,0,0,0,0,0,0,0,0,,5,4.9,0.4,85
18-031,Beef# fore-rib/rib-roast# microwaved# lean and fat,30.4,20.5,0,306,0,0,0,0,0,0,0,0,0,,9.2,9.1,0.7,87
18-032,Beef# fore-rib/rib-roast# microwaved# lean and fat# weighed with bone,25.2,17,0,254,0,0,0,0,0,0,0,0,0,,7.7,7.7,0.6,72
18-028,Beef# fore-rib/rib-roast# raw# lean,21.5,6.5,0,145,0,0,0,0,0,0,0,0,0,,2.9,2.8,0.2,56
18-029,Beef# fore-rib/rib-roast# raw# lean and fat,18.8,19.8,0,253,0,0,0,0,0,0,0,0,0,,8.9,8.8,0.7,59
18-033,Beef# fore-rib/rib-roast# roasted# lean,33.3,11.4,0,236,0,0,0,0,0,0,0,0,0,,5.1,5,0.4,81
18-034,Beef# fore-rib/rib-roast# roasted# lean and fat,29.1,20.4,0,300,0,0,0,0,0,0,0,0,0,,9.2,9.1,0.7,83
18-035,Beef# fore-rib/rib-roast# roasted# lean and fat# weighed with bone,24.4,17.1,0,252,0,0,0,0,0,0,0,0,0,,7.7,7.7,0.6,70
18-468,Beef# lean# average# raw,22.5,4.3,0,129,0,0,0,0,0,0,0,0,0,0,1.74,1.87,0.23,58
18-002,Beef# lean# average# raw# extra trimmed,21.6,5.1,0,132,0,0,0,0,0,0,0,0,0,,2,2,0.2,N
18-042,Beef# mince patties# barbecued,29.6,16.2,0,264,0,0,0,0,0,0,0,0,0,,7.1,7.1,0.6,90
18-507,Beef# mince# extra lean# stewed,24.7,4.2,0,137,0,0,0,0,0,0,0,0,0,0,1.83,1.82,0.17,36.2
18-039,Beef# mince# frozen# stewed,19.3,14.1,0,204,0,0,0,0,0,0,0,0,0,,6.2,6.2,0.6,58
18-037,Beef# mince# microwaved,26.4,17.5,0,263,0,0,0,0,0,0,0,0,0,0,7.6,7.7,0.7,80
18-469,Beef# mince# raw,19.7,16.2,0,225,0,0,0,0,0,0,0,0,0,0,6.94,6.94,0.48,60
18-508,Beef# mince# raw# extra lean,21.9,4.2,0,130,0,0,0,0,0,0,0,0,0,,2.08,2.01,0.18,37
19-607,Beef# mince# stewed,10.9,9.9,2.5,139,1.6,0.6,0.2,0.2,0.2,0,0,0,0.2,0.3,3.79,4.39,0.63,31.5
18-470,Beef# mince# stewed,21.8,13.5,0,209,0,0,0,0,0,0,0,0,0,0,5.72,5.71,0.56,79
19-606,Beef# mince# with vegetables# stewed,9.2,7.2,5.7,122,3,2.3,0.8,0.6,0.9,0,0,0,0.7,1.2,3.04,3.03,0.26,25.5
19-664,Beef# minced# stewed with onions# extra lean,12.1,3.6,2.5,113,1.6,0.6,0.2,0.2,0.2,0,0,,0.2,0.3,1.24,1.8,0.47,19.4
18-045,Beef# rump steak# barbecued# lean,31.2,5.7,0,176,0,0,0,0,0,0,0,0,0,0,2.4,2.4,0.4,76
18-046,Beef# rump steak# barbecued# lean and fat,29.5,9.4,0,203,0,0,0,0,0,0,0,0,0,,4,4.1,0.6,76
18-472,Beef# rump steak# fried in corn oil# lean and fat,28.4,12.7,0,228,0,0,0,0,0,0,0,0,0,0,4.9,5.2,1.6,84
18-473,Beef# rump steak# fried in corn oil# lean only,30.9,6.6,0,183,0,0,0,0,0,0,0,0,0,0,2.41,2.52,0.9,86
18-051,Beef# rump steak# from steakhouse# lean and fat,27.5,11.4,0,213,0,0,0,0,0,0,0,0,0,,4.9,4.9,0.7,74
18-050,Beef# rump steak# from steakhouse# lean only,29.8,4.7,0,162,0,0,0,0,0,0,0,0,0,0,2,2,0.3,73
18-474,Beef# rump steak# grilled# lean only,31,5.9,0,177,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0.5,76
18-043,Beef# rump steak# raw# lean,22,4.1,0,125,0,0,0,0,0,0,0,0,0,,1.7,1.7,0.3,59
18-471,Beef# rump steak# raw# lean and fat,20.7,10.1,0,174,0,0,0,0,0,0,0,0,0,0,4.3,4.4,0.6,60
18-052,Beef# rump steak# strips# stir-fried in corn oil# lean,32.3,8.8,0,208,0,0,0,0,0,0,0,0,0,0,3.3,3.5,1.2,92
18-053,Beef# rump steak# strips# stir-fried in corn oil# lean and fat,29.7,14.4,0,248,0,0,0,0,0,0,0,0,0,,5.6,5.9,1.8,91
18-056,Beef# silverside# pot-roasted# lean,34,6.3,0,193,0,0,0,0,0,0,0,0,0,,2.5,2.9,0.3,93
18-057,Beef# silverside# pot-roasted# lean and fat,31,13.7,0,247,0,0,0,0,0,0,0,0,0,,5.6,6.3,0.7,92
18-054,Beef# silverside# raw# lean,23.8,4.3,0,134,0,0,0,0,0,0,0,0,0,,1.6,2,0.2,61
18-055,Beef# silverside# raw# lean and fat,20.4,14.8,0,215,0,0,0,0,0,0,0,0,0,,5.9,6.9,0.7,57
18-060,Beef# silverside# salted# boiled# lean,30.4,6.9,0,184,0,0,0,0,0,0,0,0,0,0,2.5,3.4,0.3,74
18-061,Beef# silverside# salted# boiled# lean and fat,27.9,12.5,0,224,0,0,0,0,0,0,0,0,0,,4.7,6.2,0.6,73
18-058,Beef# silverside# salted# raw# lean,19.2,7,0,140,0,0,0,0,0,0,0,0,0,,2.5,3.5,0.3,49
18-059,Beef# silverside# salted# raw# lean and fat,16.3,18,0,227,0,0,0,0,0,0,0,0,0,,6.8,8.9,0.8,45
18-062,Beef# sirloin joint# roasted# lean,32.4,6.5,0,188,0,0,0,0,0,0,0,0,0,,2.9,2.7,0.2,79
18-063,Beef# sirloin joint# roasted# lean and fat,29.8,12.6,0,233,0,0,0,0,0,0,0,0,0,,5.6,5.2,0.4,85
18-066,Beef# sirloin steak# fried in corn oil# lean,28.8,8.2,0,189,0,0,0,0,0,0,0,0,0,,3.4,3.3,0.7,82
18-067,Beef# sirloin steak# fried in corn oil# lean and fat,26.8,14,0,233,0,0,0,0,0,0,0,0,0,,6,5.9,1.1,89
18-074,Beef# sirloin steak# from steakhouse# lean,31.5,5.1,0,172,0,0,0,0,0,0,0,0,0,,2.2,2.2,0.3,77
18-075,Beef# sirloin steak# from steakhouse# lean and fat,29.6,10.7,0,215,0,0,0,0,0,0,0,0,0,,4.6,4.7,0.5,83
18-070,Beef# sirloin steak# grilled medium-rare# lean,26.6,7.7,0,176,0,0,0,0,0,0,0,0,0,,3.4,3.3,0.3,67
18-071,Beef# sirloin steak# grilled medium-rare# lean and fat,24.8,12.6,0,213,0,0,0,0,0,0,0,0,0,,5.6,5.4,0.4,70
18-068,Beef# sirloin steak# grilled rare# lean,26.4,6.7,0,166,0,0,0,0,0,0,0,0,0,,3,2.9,0.2,64
18-069,Beef# sirloin steak# grilled rare# lean and fat,25.1,12.8,0,216,0,0,0,0,0,0,0,0,0,,5.8,5.6,0.4,74
18-072,Beef# sirloin steak# grilled well-done# lean,33.9,9.9,0,225,0,0,0,0,0,0,0,0,0,,4.4,4.3,0.3,83
18-073,Beef# sirloin steak# grilled well-done# lean and fat,31.8,14.4,0,257,0,0,0,0,0,0,0,0,0,,6.5,6.3,0.5,87
18-064,Beef# sirloin steak# raw# lean,23.5,4.5,0,135,0,0,0,0,0,0,0,0,0,,2,1.9,0.2,51
18-065,Beef# sirloin steak# raw# lean and fat,21.6,12.7,0,201,0,0,0,0,0,0,0,0,0,,5.6,5.5,0.5,57
18-082,Beef# stewing steak# frozen# stewed# lean,29.7,8.5,0,195,0,0,0,0,0,0,0,0,0,,3.1,3.6,1.1,85
18-083,Beef# stewing steak# frozen# stewed# lean and fat,26.9,11.6,0,212,0,0,0,0,0,0,0,0,0,,4.3,4.9,1.3,82
18-078,Beef# stewing steak# pressure cooked# lean,35.1,6.5,0,199,0,0,0,0,0,0,0,0,0,,2.4,2.7,0.8,100
18-079,Beef# stewing steak# pressure cooked# lean and fat,34,9,0,217,0,0,0,0,0,0,0,0,0,,3.4,3.8,1.1,105
18-076,Beef# stewing steak# raw# lean,22.6,3.5,0,122,0,0,0,0,0,0,0,0,0,0,1.4,1.6,0.2,67
18-077,Beef# stewing steak# raw# lean and fat,22.1,6.4,0,146,0,0,0,0,0,0,0,0,0,0,2.6,2.9,0.4,69
18-080,Beef# stewing steak# stewed# lean,32,6.3,0,185,0,0,0,0,0,0,0,0,0,0,2.3,2.6,0.8,91
18-081,Beef# stewing steak# stewed# lean and fat,29.2,9.6,0,203,0,0,0,0,0,0,0,0,0,0,3.7,4.2,0.9,91
19-530,Beef# stir-fried with green peppers# homemade,11.8,8,6.1,145,2.2,3.8,0.8,0.9,2.1,0,0,0.4,0.8,N,2.67,2.88,1.94,32.5
18-086,Beef# topside# microwaved# lean,35,4.6,0,181,0,0,0,0,0,0,0,0,0,,1.9,2.1,0.2,85
18-087,Beef# topside# microwaved# lean and fat,32.1,11.1,0,228,0,0,0,0,0,0,0,0,0,,4.7,5.1,0.5,82
18-084,Beef# topside# raw# lean,23,2.7,0,116,0,0,0,0,0,0,0,0,0,,1.1,1.2,0.2,50
18-085,Beef# topside# raw# lean and fat,20.4,12.9,0,198,0,0,0,0,0,0,0,0,0,,5.4,5.8,0.8,48
18-088,Beef# topside# roasted medium-rare# lean,32.2,5.1,0,175,0,0,0,0,0,0,0,0,0,0,2.1,2.3,0.2,68
18-089,Beef# topside# roasted medium-rare# lean and fat,29.9,11.4,0,222,0,0,0,0,0,0,0,0,0,0,4.8,5.2,0.5,71
18-090,Beef# topside# roasted well-done# lean,36.2,6.3,0,202,0,0,0,0,0,0,0,0,0,,2.6,2.8,0.3,88
18-091,Beef# topside# roasted well-done# lean and fat,32.8,12.5,0,244,0,0,0,0,0,0,0,0,0,,5.2,5.7,0.6,83
17-506,Beer# bitter# average (<4% ABV),0.3,Tr,2.2,30,0,2.2,0,0,0,2.2,0,2.9,Tr,Tr,Tr,Tr,Tr,0
17-208,Beer# bitter# best# premium,0.3,Tr,2.2,33,0,2.2,0.3,0,0,1.9,0,3.4,Tr,Tr,Tr,Tr,Tr,0
17-748,Beer# bitter# strong (>5% ABV),0.3,Tr,2.2,42,0,2.2,0.3,0,0,1.9,0,4.7,Tr,Tr,Tr,Tr,Tr,0
13-633,Beetroot# cooked in unsalted water,1.6,0.3,11.6,53,0.7,10.9,0.2,0.2,10.5,0,0,0,1.9,2.6,0.05,0.06,0.12,0
13-166,Beetroot# pickled# drained,1.2,0.2,5.6,28,Tr,5.6,0.6,0.6,4.4,0,0,0,1.7,N,Tr,Tr,0.1,0
13-164,Beetroot# raw,1.7,0.1,7.6,36,0.6,7,0.2,0.1,6.7,0,0,0,1.9,,Tr,Tr,0.1,0
16-003,Bele# raw,15.3,0.7,0,67,0,0,0,0,0,0,0,,0,,N,N,N,N
13-807,Betel leaves# fresh,6.4,0.1,8.6,61,Tr,N,N,N,N,0,0,,N,,N,N,N,0
14-806,Betel nuts,5.2,10.2,56.7,339,N,N,0,0,N,0,0,,N,,N,N,N,0
15-669,Bhaji# aubergine and potato# homemade,1.8,8.8,13.4,135,9.5,3.2,1.4,1.1,0.7,0,0,,1.4,N,0.61,5.04,2.57,0
15-670,Bhaji# aubergine# pea# potato and cauliflower# homemade,2.9,2.5,10.7,72,6.1,4.3,0.9,0.8,2.6,0,0,,2.5,N,0.24,1.14,0.8,0
15-672,Bhaji# cabbage and pea# with butter ghee# homemade,3.4,14.2,9.7,177,1.7,7.1,2.3,2,2.8,0,Tr,,3.1,4.8,8.31,3.65,0.86,34.5
15-673,Bhaji# cabbage and pea# with rapeseed oil# homemade,3.4,14.5,9.7,180,1.7,7.1,2.3,2,2.8,0,0,,3.1,4.8,1.01,8.38,4.35,0
15-674,Bhaji# cabbage and potato# with butter# homemade,2.7,5.6,9.7,98,4.4,4.9,2.3,2,0.6,0,0,,2.6,4.1,3.48,1.39,0.3,14.1
15-397,Bhaji# cabbage and potato# with rapeseed oil# homemade,2.2,7,9.1,106,4,4.7,2.2,1.9,0.7,0,0,,2.6,,0.86,3.52,2.26,0
15-675,Bhaji# cabbage and potato# with vegetable oil,2.7,6.8,9.6,108,4.4,4.9,2.3,2,0.6,0,0,,2.6,4.1,0.48,3.92,2.05,0
15-016,Bhaji# cabbage and spinach,3.6,17.1,7.8,198,3.3,3.8,1.6,1.4,0.9,0,0,,3,,1.8,5.9,8.2,0
15-671,Bhaji# cabbage# homemade,2.8,4.5,6.8,77,0.4,5.9,2.6,2.3,0.9,0,0,,2.9,4.4,0.32,2.52,1.39,0
15-676,Bhaji# carrot# potato and pea# with butter# homemade,2.2,6.6,12.9,116,5.6,6.8,1.3,1.2,4.2,0,0,,2.5,4.1,4.01,1.65,0.35,16
15-677,Bhaji# carrot# potato and pea# with vegetable oil# homemade,2.1,7.9,12.9,128,5.6,6.7,1.3,1.2,4.2,0,0,,2.5,4.1,0.59,4.54,2.35,0
15-679,Bhaji# cauliflower and potato# homemade,3.3,6.8,10.1,106,6.1,2.8,1.2,1.3,0.4,0,0,,2,2.3,0.52,3.76,2.05,0
15-680,Bhaji# cauliflower and vegetable# homemade,3.1,9.1,6.6,117,0.4,4,1.6,1.6,0.5,0,0.1,0,2,N,5.28,2.14,0.58,21.2
15-678,Bhaji# cauliflower# homemade,2.9,20.1,5.5,211,0.2,3.8,1.5,1.6,0.6,0,0,,2,2.2,9.21,7.63,2.09,0
15-021,Bhaji# cauliflower# potato and pea# with butter,3.5,11.3,8.2,145,5.5,2.5,1.1,1,0.3,0,Tr,,1.9,,7.1,2.7,0.7,29
15-022,Bhaji# cauliflower# potato and pea# with vegetable oil,3.4,13.7,8.2,166,5.5,2.5,1.1,1,0.3,0,0,,1.9,,1.5,4.7,6.6,0
15-024,Bhaji# green bean,2.2,7.6,5,91,0.9,4.1,1.6,2,0.4,0,0,,2.1,,0.7,2.6,3.3,0
15-025,Bhaji# karela# with butter ghee# homemade,1.8,10.6,1.2,103,0.9,Tr,Tr,Tr,Tr,0,Tr,,2.4,,6.6,2.5,0.5,27
15-026,Bhaji# karela# with vegetable oil# homemade,1.8,10.6,1.2,103,0.9,Tr,Tr,Tr,Tr,0,0,,2.4,,1.1,3.6,5,0
15-681,Bhaji# mushroom# homemade,1.2,16.6,4.1,168,0.1,3.2,1.1,1,1,0,0,,1.2,1.5,1.11,9.66,4.88,0
15-683,Bhaji# mustard leaves and spinach# homemade,3.1,6.5,3.8,84,2,1.6,0.6,0.5,0.3,0,0,,N,N,3.75,1.6,0.47,15.2
15-682,Bhaji# mustard leaves# homemade,3,6.3,4.6,85,3.1,1.3,0.6,0.5,0.1,0,0,,N,N,2.97,1.28,0.25,15.2
15-684,Bhaji# okra# Bangladeshi# with butter ghee# homemade,2.4,6.2,7.7,97,0.4,5.6,1.9,1.7,1.9,0,Tr,,3.3,N,3.5,1.52,0.49,14
15-685,Bhaji# okra# Bangladeshi# with vegetable oil# homemade,2.4,6.4,7.7,97,0.4,5.6,1.9,1.7,1.9,0,0,,3.3,N,0.55,3.44,1.9,0
15-686,Bhaji# okra# Islami# homemade,4.6,17.1,8.9,201,0.6,7,2.3,2.4,2.2,0,0,,5.9,N,1.36,9.06,4.79,0
15-687,Bhaji# pea# homemade,5,34.6,9.3,363,4.3,3.2,0.7,0.5,1.8,0,0.2,,3.3,3.8,21.58,8.81,1.29,86.8
15-688,Bhaji# potato and fenugreek leaves# homemade,3.7,15.9,18.8,222,N,N,N,N,N,0,0,,N,N,N,N,N,0
15-689,Bhaji# potato and green pepper# homemade,1.5,9,12.7,134,9.8,2.6,1.1,1.2,0.3,0,0,,1.6,N,0.63,5.22,2.66,0
15-690,Bhaji# potato and onion# homemade,2.1,10.1,16.7,162,12.2,3.4,1.2,0.9,1.2,0,0.1,0,1.6,2.6,6.32,2.58,0.41,25.8
15-691,Bhaji# potato# onion and mushroom# homemade,1.7,17.3,12.1,211,7.3,3.5,1.3,1,1.2,0,0,,1.6,2.2,1.17,10.11,5.08,0
15-040,Bhaji# potato# spinach and cauliflower# homemade,2.2,15.1,7.1,169,5.2,1.6,0.6,0.5,0.5,0,Tr,,1.4,,9.6,3.6,0.7,40
15-692,Bhaji# potato# with butter ghee# homemade,2.2,9.8,16.6,161,14.7,1.5,0.5,0.4,0.6,0,Tr,,1.4,2.1,5.7,2.5,0.48,23.8
15-693,Bhaji# potato# with vegetable oil# homemade,2.2,10,16.6,161,14.7,1.5,0.5,0.4,0.6,0,0,,1.4,2.1,0.69,5.75,2.88,0
15-695,Bhaji# spinach and potato# homemade,3.6,14.1,13.4,192,11.9,1.6,0.5,0.5,0.6,0,0,,2.4,N,0.98,7.98,4.26,0
15-694,Bhaji# spinach# homemade,3.3,6.9,2.5,83,0.2,2.1,0.7,0.7,0.7,0,0,,2.4,N,3.82,1.6,0.74,15.2
15-697,Bhaji# turnip and onion# homemade,1.2,10.6,7.1,126,0.3,5.9,2.6,2,1.4,0,Tr,,2.2,N,6.2,2.73,0.64,26.1
15-696,Bhaji# turnip# homemade,1.3,16.4,6.5,179,0.6,5.4,2.7,2,0.8,0,Tr,,2.6,N,9.59,4.22,0.97,40.2
15-047,Bhaji# vegetable# Punjabi# with butter,3.5,7.2,8.2,108,1.5,5.5,1.9,1.7,1.9,0,Tr,,3.2,,4.3,1.6,0.6,17
15-048,Bhaji# vegetable# Punjabi# with vegetable oil,3.5,8.6,8.2,120,1.5,5.5,1.9,1.7,1.9,0,0,,3.2,,1,2.9,4.1,0
15-698,Bhaji# vegetable# with butter# homemade,1.9,15.3,10.3,185,5.1,4.7,1.8,1.5,1.4,0,0.1,0,2.4,N,9.49,3.83,0.65,38.5
15-699,Bhaji# vegetable# with rapeseed oil# homemade,1.8,18.5,10.1,213,5.1,4.6,1.8,1.5,1.4,0,0,0,2.4,N,1.64,10.95,5.42,0
17-356,Bicarbonate of soda,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
19-454,Biryani# chicken# takeaway,8.5,7.4,16.6,163,11.8,0.9,0.2,0.5,0.2,Tr,Tr,0,1.1,1.2,2.01,3,2.05,20.6
11-821,Biscuits# cheese flavoured,10.5,28.1,53.2,494,50.5,2.7,Tr,Tr,2.7,Tr,Tr,0,2.4,4.5,11.67,12.2,2.62,18.4
11-816,Biscuits# cookies# chocolate chip# American style,5.2,21.3,60.6,440,20,40.5,Tr,Tr,40.5,Tr,Tr,0,1.8,2.5,9.58,7.99,2.56,35.5
11-815,Biscuits# cookies# chocolate chip# standard,5.4,24.9,60,471,30,30,Tr,Tr,30,Tr,Tr,0,2.2,3,12.15,8.99,2.47,2.9
11-807,Biscuits# digestive# half coated in chocolate,6.3,25.7,61.8,488,37.5,24.3,Tr,Tr,24.3,Tr,Tr,0,3.1,2.1,12.68,8.87,2.35,6.1
11-799,Biscuits# digestive# plain,6.2,21.3,65.6,463,48.1,17.5,Tr,Tr,17.5,Tr,Tr,0,2.7,3.8,7.71,10.19,2.28,2.4
11-803,Biscuits# digestive# with oats# plain,6.4,22.9,66.4,480,40.5,25.9,1.2,0.9,23.9,Tr,Tr,0,4.4,7.2,5.94,12.73,3.05,9.5
11-809,Biscuits# fully coated with chocolate,6.4,27.2,62.8,506,23.5,39.3,Tr,Tr,33.3,Tr,5.9,0,2.2,1.7,15.06,8.84,1.83,16.6
11-810,Biscuits# fully coated with chocolate# with cream,5.2,28.2,59,496,21.6,37.4,Tr,Tr,34.1,Tr,3.3,0,1.9,3.1,15.81,8.96,1.96,18.3
11-811,Biscuits# fully coated with chocolate# with marshmallow,4.5,19,59.9,413,18.5,41.4,6,Tr,28.7,6.7,Tr,0,1.6,2.7,10.64,6.13,1.28,5.7
11-798,Biscuits# ginger nuts,4.8,15.7,75.3,443,44,31.3,3,2.4,22.6,3.3,Tr,0,1.5,2.2,7.26,5.93,1.73,2.6
11-952,Biscuits# gingernut# homemade,4.5,19.8,70,459,37.4,32.6,8.2,8.2,16,Tr,0.1,,1.4,2.1,12.27,4.96,0.86,49.4
11-808,Biscuits# iced,4.8,10.8,77.1,406,32.5,44.6,Tr,Tr,44.6,Tr,Tr,0,1.6,0.6,4.98,3.9,1.39,6.9
11-804,Biscuits# jam filled,5.2,14.4,74,428,41,33,6.1,2.1,19.4,5.4,Tr,0,2.1,1.2,6.75,5.26,1.66,4.8
11-1035,Biscuits# melting moments# homemade,3.4,37.1,57.8,564,37.1,N,N,N,N,N,0.2,0,1.2,N,23.31,9.38,1.37,94.8
11-1060,Biscuits# oat based# chocolate# half coated,6.6,24.9,63.9,489,30.8,33.1,0.9,0.7,29.4,Tr,2.2,0,3.7,6,9,11.98,2.59,12.5
11-1032,Biscuits# plain# homemade,6.2,22.1,66,471,39.7,26.4,Tr,Tr,26.2,0,0.1,,1.7,2,13.39,5.7,1,95.9
11-801,Biscuits# plain# reduced fat,6.6,13.5,75.7,432,54.5,21.2,0.9,Tr,20.3,Tr,Tr,0,2.7,4.4,4.31,6.64,1.86,1.7
11-813,Biscuits# sandwich# cream,5,23.3,65.8,477,36,29.9,1.6,Tr,27.2,Tr,1.1,0,2.3,3.1,13.31,6.77,2.06,2.7
11-797,Biscuits# semi-sweet,6.4,15.1,75.4,444,55.1,20.3,0.6,Tr,19.7,Tr,Tr,0,1.9,2.7,5.08,7.43,1.88,4.9
11-806,Biscuits# short or sweet# half coated in chocolate,6,24.2,70.3,506,34.9,35.5,Tr,Tr,32.5,Tr,3,0,1.9,1.4,12.5,8.27,2.15,15.5
11-796,Biscuits# short# sweet,5.6,20.9,71.7,479,48,23.8,0.6,0.6,22,0.6,Tr,0,1.6,2.2,10.05,7.51,2.16,10.2
11-1034,Biscuits# wholemeal# homemade,12.7,7.5,66.6,369,62.5,4.2,Tr,Tr,0.9,0.3,2.9,0,8,9.2,3.89,1.62,0.95,15.8
13-059,Black gram# chilki urad dahl# dried# split# boiled in unsalted water,8,0.4,13.6,90,13,0.3,Tr,Tr,0.3,0,0,,N,,0.1,0.1,0.2,0
13-058,Black gram# chilki urad dahl# split# dried# raw,26,1.4,42.5,287,39.3,1.3,0.1,0.1,1.1,0,0,,N,,0.2,0.2,0.7,0
13-061,Black gram# duhli urad dahl# split# dried# boiled in unsalted water,8.1,0.4,15.1,96,14.5,0.3,Tr,Tr,0.3,0,0,,N,,0.1,0.1,0.2,0
13-060,Black gram# duhli urad dahl# split# dried# raw,27.2,1.4,44,298,40.8,1.3,0.1,0.1,1.1,0,0,,N,,0.2,0.2,0.7,0
13-057,Black gram# urad gram# whole# dried# boiled in unsalted water,7.8,0.4,13.6,89,13,0.3,Tr,Tr,0.3,0,0,0,N,,0.1,0.1,0.2,0
13-056,Black gram# urad gram# whole# dried# raw,24.9,1.4,40.8,275,37.6,1.3,0.1,0.1,1.1,0,0,0,N,,0.2,0.2,0.7,0
19-114,Black pudding# dry-fried,10.3,21.5,16.6,297,16.4,0.2,0.1,Tr,0.1,Tr,Tr,0,0.2,N,8.5,8.1,3.6,68
19-113,Black pudding# raw,9.1,20.6,14.8,277,14.6,0.2,,,,,,0,N,,7.7,9.5,2.4,43
14-388,Blackberries# raw,1.1,0.2,5.6,27,0,5.6,2.6,3,Tr,Tr,0,0,3.1,3.4,Tr,0.1,0.1,0
14-049,Blackberries# stewed with sugar,0.7,0.2,13.8,56,0,13.8,2.5,2.5,8.9,0,0,0,2.4,2.4,Tr,0.1,0.1,0
14-050,Blackberries# stewed without sugar,0.8,0.2,4.4,21,0,4.4,2.1,2.2,Tr,0,0,0,2.6,N,Tr,0.1,0.1,0
14-349,Blackberry and apple# stewed with sugar,0.4,0.2,15.8,63,Tr,15.8,1.7,3.6,10.5,0,0,0,1.8,N,0.03,0.05,0.09,0
14-364,Blackberry and apple# stewed without sugar,0.5,0.2,6.4,28,Tr,6.4,1.9,3.9,0.5,0,0,0,1.9,N,0.03,0.05,0.1,0
17-845,Blackcurrant juice drink/squash# diluted,0,0,7.2,27,Tr,7.2,1.2,1,4.8,0.2,0,0,0,0,0,0,0,0
17-737,Blackcurrant juice drink/squash# undiluted,0.1,0,54.2,204,Tr,54.2,8.8,7.8,36.3,1.3,0,0,0,0,0,0,0,0
14-053,Blackcurrants# raw,0.9,Tr,6.6,28,0,6.6,3,3.4,0.3,0,0,0,3.6,N,Tr,Tr,Tr,0
14-054,Blackcurrants# stewed with sugar,0.7,Tr,15,58,0,15,2.8,3.2,9,0,0,0,2.8,2.8,Tr,Tr,Tr,0
14-055,Blackcurrants# stewed without sugar,0.8,Tr,5.6,24,0,5.6,2.5,2.9,0.2,0,0,0,3.1,N,Tr,Tr,Tr,0
12-557,Blancmange# homemade,3.3,1.6,18.1,96,6.4,11.7,Tr,0,7.3,0,4.4,0,Tr,N,1.02,0.38,0.02,5.6
16-170,Bloater# flesh only# grilled,23.5,17.4,0,251,0,0,0,0,0,0,0,,0,,4.4,7.3,3.6,66
16-171,Bloater# flesh only# grilled# weighed with bones and skin,15.3,11.3,0,163,0,0,0,0,0,0,0,,0,,2.9,4.8,2.3,43
14-325,Blueberries,0.9,0.2,9.1,40,Tr,9.1,3.9,5.2,Tr,0,0,,1.5,1.5,0.02,0.04,0.11,0
16-004,Boal# raw,15.4,2.7,0,86,0,0,0,0,0,0,0,,0,,N,N,N,N
